species,display_name,base_form_group,type1,type2,egggroup1,egggroup2,hp,atk,def,spe,spa,spd,bst,form_type,category_group,excluded_from_normal_pool,exclusion_reason
SPECIES_GENESECT_DOUSE_DRIVE,-----,SPECIES_GENESECT,BUG,STEEL,UNDISCOVERED,UNDISCOVERED,71,120,95,99,120,95,600,alt_form,normal,1,alt_form
SPECIES_GENESECT_SHOCK_DRIVE,-----,SPECIES_GENESECT,BUG,STEEL,UNDISCOVERED,UNDISCOVERED,71,120,95,99,120,95,600,alt_form,normal,1,alt_form
SPECIES_GENESECT_BURN_DRIVE,-----,SPECIES_GENESECT,BUG,STEEL,UNDISCOVERED,UNDISCOVERED,71,120,95,99,120,95,600,alt_form,normal,1,alt_form
SPECIES_GENESECT_CHILL_DRIVE,-----,SPECIES_GENESECT,BUG,STEEL,UNDISCOVERED,UNDISCOVERED,71,120,95,99,120,95,600,alt_form,normal,1,alt_form
SPECIES_GRENINJA_BATTLE_BOND,-----,SPECIES_GRENINJA_BATTLE_BOND,WATER,DARK,UNDISCOVERED,UNDISCOVERED,72,95,67,122,103,71,530,stub_form,normal,1,stub_form
SPECIES_GRENINJA_ASH,-----,SPECIES_GRENINJA_ASH,WATER,DARK,UNDISCOVERED,UNDISCOVERED,72,145,67,132,153,71,640,stub_form,normal,1,stub_form
SPECIES_VIVILLON_POLAR,-----,SPECIES_VIVILLON_POLAR,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_TUNDRA,-----,SPECIES_VIVILLON_TUNDRA,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_CONTINENTAL,-----,SPECIES_VIVILLON_CONTINENTAL,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_GARDEN,-----,SPECIES_VIVILLON_GARDEN,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_ELEGANT,-----,SPECIES_VIVILLON_ELEGANT,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_MEADOW,-----,SPECIES_VIVILLON_MEADOW,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_MODERN,-----,SPECIES_VIVILLON_MODERN,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_MARINE,-----,SPECIES_VIVILLON_MARINE,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_ARCHIPELAGO,-----,SPECIES_VIVILLON_ARCHIPELAGO,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_HIGH_PLAINS,-----,SPECIES_VIVILLON_HIGH_PLAINS,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_SANDSTORM,-----,SPECIES_VIVILLON_SANDSTORM,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_RIVER,-----,SPECIES_VIVILLON_RIVER,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_MONSOON,-----,SPECIES_VIVILLON_MONSOON,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_SAVANNA,-----,SPECIES_VIVILLON_SAVANNA,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_SUN,-----,SPECIES_VIVILLON_SUN,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_OCEAN,-----,SPECIES_VIVILLON_OCEAN,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_JUNGLE,-----,SPECIES_VIVILLON_JUNGLE,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_FANCY,-----,SPECIES_VIVILLON_FANCY,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_VIVILLON_POKE_BALL,-----,SPECIES_VIVILLON_POKE_BALL,BUG,FLYING,BUG,BUG,80,52,50,89,90,50,411,stub_form,normal,1,stub_form
SPECIES_FLABEBE_YELLOW_FLOWER,-----,SPECIES_FLABEBE_YELLOW_FLOWER,FAIRY,FAIRY,FAIRY,FAIRY,44,38,39,42,61,79,303,stub_form,normal,1,stub_form
SPECIES_FLABEBE_ORANGE_FLOWER,-----,SPECIES_FLABEBE_ORANGE_FLOWER,FAIRY,FAIRY,FAIRY,FAIRY,44,38,39,42,61,79,303,stub_form,normal,1,stub_form
SPECIES_FLABEBE_BLUE_FLOWER,-----,SPECIES_FLABEBE_BLUE_FLOWER,FAIRY,FAIRY,FAIRY,FAIRY,44,38,39,42,61,79,303,stub_form,normal,1,stub_form
SPECIES_FLABEBE_WHITE_FLOWER,-----,SPECIES_FLABEBE,FAIRY,FAIRY,FAIRY,FAIRY,44,38,39,42,61,79,303,alt_form,normal,1,alt_form
SPECIES_FLOETTE_YELLOW_FLOWER,-----,SPECIES_FLOETTE_YELLOW_FLOWER,FAIRY,FAIRY,FAIRY,FAIRY,54,45,47,52,75,98,371,stub_form,normal,1,stub_form
SPECIES_FLOETTE_ORANGE_FLOWER,-----,SPECIES_FLOETTE_ORANGE_FLOWER,FAIRY,FAIRY,FAIRY,FAIRY,54,45,47,52,75,98,371,stub_form,normal,1,stub_form
SPECIES_FLOETTE_BLUE_FLOWER,-----,SPECIES_FLOETTE_BLUE_FLOWER,FAIRY,FAIRY,FAIRY,FAIRY,54,45,47,52,75,98,371,stub_form,normal,1,stub_form
SPECIES_FLOETTE_WHITE_FLOWER,-----,SPECIES_FLOETTE,FAIRY,FAIRY,FAIRY,FAIRY,54,45,47,52,75,98,371,alt_form,normal,1,alt_form
SPECIES_FLOETTE_ETERNAL_FLOWER,-----,SPECIES_FLOETTE_ETERNAL_FLOWER,FAIRY,FAIRY,UNDISCOVERED,UNDISCOVERED,74,65,67,92,125,128,551,stub_form,normal,1,stub_form
SPECIES_FLORGES_YELLOW_FLOWER,-----,SPECIES_FLORGES_YELLOW_FLOWER,FAIRY,FAIRY,FAIRY,FAIRY,78,65,68,75,112,154,552,stub_form,normal,1,stub_form
SPECIES_FLORGES_ORANGE_FLOWER,-----,SPECIES_FLORGES_ORANGE_FLOWER,FAIRY,FAIRY,FAIRY,FAIRY,78,65,68,75,112,154,552,stub_form,normal,1,stub_form
SPECIES_FLORGES_BLUE_FLOWER,-----,SPECIES_FLORGES_BLUE_FLOWER,FAIRY,FAIRY,FAIRY,FAIRY,78,65,68,75,112,154,552,stub_form,normal,1,stub_form
SPECIES_FLORGES_WHITE_FLOWER,-----,SPECIES_FLORGES,FAIRY,FAIRY,FAIRY,FAIRY,78,65,68,75,112,154,552,alt_form,normal,1,alt_form
SPECIES_FURFROU_HEART,-----,SPECIES_FURFROU_HEART,NORMAL,NORMAL,FIELD,FIELD,75,80,60,102,65,90,472,stub_form,normal,1,stub_form
SPECIES_FURFROU_STAR,-----,SPECIES_FURFROU_STAR,NORMAL,NORMAL,FIELD,FIELD,75,80,60,102,65,90,472,stub_form,normal,1,stub_form
SPECIES_FURFROU_DIAMOND,-----,SPECIES_FURFROU_DIAMOND,NORMAL,NORMAL,FIELD,FIELD,75,80,60,102,65,90,472,stub_form,normal,1,stub_form
SPECIES_FURFROU_DEBUTANTE,-----,SPECIES_FURFROU_DEBUTANTE,NORMAL,NORMAL,FIELD,FIELD,75,80,60,102,65,90,472,stub_form,normal,1,stub_form
SPECIES_FURFROU_MATRON,-----,SPECIES_FURFROU_MATRON,NORMAL,NORMAL,FIELD,FIELD,75,80,60,102,65,90,472,stub_form,normal,1,stub_form
SPECIES_FURFROU_DANDY,-----,SPECIES_FURFROU_DANDY,NORMAL,NORMAL,FIELD,FIELD,75,80,60,102,65,90,472,stub_form,normal,1,stub_form
SPECIES_FURFROU_LA_REINE,-----,SPECIES_FURFROU_LA_REINE,NORMAL,NORMAL,FIELD,FIELD,75,80,60,102,65,90,472,stub_form,normal,1,stub_form
SPECIES_FURFROU_KABUKI,-----,SPECIES_FURFROU_KABUKI,NORMAL,NORMAL,FIELD,FIELD,75,80,60,102,65,90,472,stub_form,normal,1,stub_form
SPECIES_FURFROU_PHARAOH,-----,SPECIES_FURFROU_PHARAOH,NORMAL,NORMAL,FIELD,FIELD,75,80,60,102,65,90,472,stub_form,normal,1,stub_form
SPECIES_AEGISLASH_BLADE,-----,SPECIES_AEGISLASH,STEEL,GHOST,MINERAL,MINERAL,60,140,50,60,140,50,500,battle_form,normal,1,battle_form
SPECIES_PUMPKABOO_SMALL,-----,SPECIES_PUMPKABOO_SMALL,GHOST,GRASS,AMORPHOUS,AMORPHOUS,44,66,70,56,44,55,335,stub_form,normal,1,stub_form
SPECIES_PUMPKABOO_LARGE,-----,SPECIES_PUMPKABOO_LARGE,GHOST,GRASS,AMORPHOUS,AMORPHOUS,54,66,70,46,44,55,335,stub_form,normal,1,stub_form
SPECIES_PUMPKABOO_SUPER,-----,SPECIES_PUMPKABOO_SUPER,GHOST,GRASS,AMORPHOUS,AMORPHOUS,59,66,70,41,44,55,335,stub_form,normal,1,stub_form
SPECIES_GOURGEIST_SMALL,-----,SPECIES_GOURGEIST_SMALL,GHOST,GRASS,AMORPHOUS,AMORPHOUS,55,85,122,99,58,75,494,stub_form,normal,1,stub_form
SPECIES_GOURGEIST_LARGE,-----,SPECIES_GOURGEIST_LARGE,GHOST,GRASS,AMORPHOUS,AMORPHOUS,75,95,122,69,58,75,494,stub_form,normal,1,stub_form
SPECIES_GOURGEIST_SUPER,-----,SPECIES_GOURGEIST_SUPER,GHOST,GRASS,AMORPHOUS,AMORPHOUS,85,100,122,54,58,75,494,stub_form,normal,1,stub_form
SPECIES_XERNEAS_ACTIVE,-----,SPECIES_XERNEAS_ACTIVE,FAIRY,FAIRY,UNDISCOVERED,UNDISCOVERED,126,131,95,99,131,98,680,stub_form,normal,1,stub_form
SPECIES_ZYGARDE_10,-----,SPECIES_ZYGARDE,DRAGON,GROUND,UNDISCOVERED,UNDISCOVERED,54,100,71,115,61,85,486,alt_form,normal,1,alt_form
SPECIES_ZYGARDE_10_POWER_CONSTRUCT,-----,SPECIES_ZYGARDE,DRAGON,GROUND,UNDISCOVERED,UNDISCOVERED,54,100,71,115,61,85,486,alt_form,normal,1,alt_form
SPECIES_ZYGARDE_50_POWER_CONSTRUCT,-----,SPECIES_ZYGARDE_50_POWER_CONSTRUCT,DRAGON,GROUND,UNDISCOVERED,UNDISCOVERED,108,100,121,95,81,95,600,stub_form,normal,1,stub_form
SPECIES_ZYGARDE_10_COMPLETE,-----,SPECIES_ZYGARDE_10,DRAGON,GROUND,UNDISCOVERED,UNDISCOVERED,216,100,121,85,91,95,708,alt_form,normal,1,alt_form
SPECIES_ZYGARDE_50_COMPLETE,-----,SPECIES_ZYGARDE_50,DRAGON,GROUND,UNDISCOVERED,UNDISCOVERED,216,100,121,85,91,95,708,alt_form,normal,1,alt_form
SPECIES_HOOPA_UNBOUND,-----,SPECIES_HOOPA,PSYCHIC,DARK,UNDISCOVERED,UNDISCOVERED,80,160,60,80,170,130,680,alt_form,normal,1,alt_form
SPECIES_ORICORIO_POM_POM,-----,SPECIES_ORICORIO_POM_POM,ELECTRIC,FLYING,FLYING,FLYING,75,70,70,93,98,70,476,stub_form,normal,1,stub_form
SPECIES_ORICORIO_PAU,-----,SPECIES_ORICORIO_PAU,PSYCHIC,FLYING,FLYING,FLYING,75,70,70,93,98,70,476,stub_form,normal,1,stub_form
SPECIES_ORICORIO_SENSU,-----,SPECIES_ORICORIO_SENSU,GHOST,FLYING,FLYING,FLYING,75,70,70,93,98,70,476,stub_form,normal,1,stub_form
SPECIES_ROCKRUFF_OWN_TEMPO,-----,SPECIES_ROCKRUFF_OWN_TEMPO,ROCK,ROCK,FIELD,FIELD,45,65,40,60,30,40,280,stub_form,normal,1,stub_form
SPECIES_LYCANROC_MIDNIGHT,-----,SPECIES_LYCANROC_MIDNIGHT,ROCK,ROCK,FIELD,FIELD,85,115,75,82,55,75,487,stub_form,normal,1,stub_form
SPECIES_LYCANROC_DUSK,-----,SPECIES_LYCANROC_DUSK,ROCK,ROCK,FIELD,FIELD,75,117,65,110,55,65,487,stub_form,normal,1,stub_form
SPECIES_WISHIWASHI_SCHOOL,-----,SPECIES_WISHIWASHI,WATER,WATER,WATER_2,WATER_2,45,140,130,30,140,135,620,battle_form,normal,1,battle_form
SPECIES_MINIOR_METEOR_ORANGE,-----,SPECIES_MINIOR_METEOR_ORANGE,ROCK,FLYING,MINERAL,MINERAL,60,60,100,60,60,100,440,stub_form,normal,1,stub_form
SPECIES_MINIOR_METEOR_YELLOW,-----,SPECIES_MINIOR_METEOR_YELLOW,ROCK,FLYING,MINERAL,MINERAL,60,60,100,60,60,100,440,stub_form,normal,1,stub_form
SPECIES_MINIOR_METEOR_GREEN,-----,SPECIES_MINIOR_METEOR_GREEN,ROCK,FLYING,MINERAL,MINERAL,60,60,100,60,60,100,440,stub_form,normal,1,stub_form
SPECIES_MINIOR_METEOR_BLUE,-----,SPECIES_MINIOR_METEOR_BLUE,ROCK,FLYING,MINERAL,MINERAL,60,60,100,60,60,100,440,stub_form,normal,1,stub_form
SPECIES_MINIOR_METEOR_INDIGO,-----,SPECIES_MINIOR_METEOR_INDIGO,ROCK,FLYING,MINERAL,MINERAL,60,60,100,60,60,100,440,stub_form,normal,1,stub_form
SPECIES_MINIOR_METEOR_VIOLET,-----,SPECIES_MINIOR_METEOR_VIOLET,ROCK,FLYING,MINERAL,MINERAL,60,60,100,60,60,100,440,stub_form,normal,1,stub_form
SPECIES_MINIOR_CORE_RED,-----,SPECIES_MINIOR,ROCK,FLYING,MINERAL,MINERAL,60,100,60,120,100,60,500,alt_form,normal,1,alt_form
SPECIES_MINIOR_CORE_ORANGE,-----,SPECIES_MINIOR,ROCK,FLYING,MINERAL,MINERAL,60,100,60,120,100,60,500,alt_form,normal,1,alt_form
SPECIES_MINIOR_CORE_YELLOW,-----,SPECIES_MINIOR,ROCK,FLYING,MINERAL,MINERAL,60,100,60,120,100,60,500,alt_form,normal,1,alt_form
SPECIES_MINIOR_CORE_GREEN,-----,SPECIES_MINIOR,ROCK,FLYING,MINERAL,MINERAL,60,100,60,120,100,60,500,alt_form,normal,1,alt_form
SPECIES_MINIOR_CORE_BLUE,-----,SPECIES_MINIOR,ROCK,FLYING,MINERAL,MINERAL,60,100,60,120,100,60,500,alt_form,normal,1,alt_form
SPECIES_MINIOR_CORE_INDIGO,-----,SPECIES_MINIOR,ROCK,FLYING,MINERAL,MINERAL,60,100,60,120,100,60,500,alt_form,normal,1,alt_form
SPECIES_MINIOR_CORE_VIOLET,-----,SPECIES_MINIOR,ROCK,FLYING,MINERAL,MINERAL,60,100,60,120,100,60,500,alt_form,normal,1,alt_form
SPECIES_MIMIKYU_BUSTED,-----,SPECIES_MIMIKYU_BUSTED,GHOST,FAIRY,AMORPHOUS,AMORPHOUS,55,90,80,96,50,105,476,stub_form,normal,1,stub_form
SPECIES_NECROZMA_DUSK_MANE,-----,SPECIES_NECROZMA,PSYCHIC,STEEL,UNDISCOVERED,UNDISCOVERED,97,157,127,77,113,109,680,alt_form,normal,1,alt_form
SPECIES_NECROZMA_DAWN_WINGS,-----,SPECIES_NECROZMA,PSYCHIC,GHOST,UNDISCOVERED,UNDISCOVERED,97,113,109,77,157,127,680,alt_form,normal,1,alt_form
SPECIES_NECROZMA_ULTRA_DUSK_MANE,-----,SPECIES_NECROZMA,PSYCHIC,DRAGON,UNDISCOVERED,UNDISCOVERED,97,167,97,129,167,97,754,alt_form,normal,1,alt_form
SPECIES_NECROZMA_ULTRA_DAWN_WINGS,-----,SPECIES_NECROZMA,PSYCHIC,DRAGON,UNDISCOVERED,UNDISCOVERED,97,167,97,129,167,97,754,alt_form,normal,1,alt_form
SPECIES_MAGEARNA_ORIGINAL,-----,SPECIES_MAGEARNA,STEEL,FAIRY,UNDISCOVERED,UNDISCOVERED,80,95,115,65,130,115,600,alt_form,normal,1,alt_form
SPECIES_PIKACHU_PARTNER,-----,SPECIES_PIKACHU_PARTNER,ELECTRIC,ELECTRIC,FIELD,FAIRY,45,80,50,120,70,60,425,stub_form,normal,1,stub_form
SPECIES_EEVEE_PARTNER,-----,SPECIES_EEVEE_PARTNER,NORMAL,NORMAL,FIELD,FAIRY,65,75,70,75,65,75,425,stub_form,normal,1,stub_form
SPECIES_CRAMORANT_GULPING,-----,SPECIES_CRAMORANT_GULPING,FLYING,WATER,WATER_1,FLYING,70,85,55,85,85,95,475,stub_form,normal,1,stub_form
SPECIES_CRAMORANT_GORGING,-----,SPECIES_CRAMORANT_GORGING,FLYING,WATER,WATER_1,FLYING,70,85,55,85,85,95,475,stub_form,normal,1,stub_form
SPECIES_TOXTRICITY_LOW_KEY,-----,SPECIES_TOXTRICITY_LOW_KEY,ELECTRIC,POISON,HUMAN_LIKE,HUMAN_LIKE,75,98,70,75,114,70,502,stub_form,normal,1,stub_form
SPECIES_SINISTEA_ANTIQUE,-----,SPECIES_SINISTEA_ANTIQUE,GHOST,GHOST,MINERAL,AMORPHOUS,40,45,45,50,74,54,308,stub_form,normal,1,stub_form
SPECIES_POLTEAGEIST_ANTIQUE,-----,SPECIES_POLTEAGEIST_ANTIQUE,GHOST,GHOST,MINERAL,AMORPHOUS,60,65,65,70,134,114,508,stub_form,normal,1,stub_form
SPECIES_ALCREMIE_BERRY_SWEET,-----,SPECIES_ALCREMIE_BERRY_SWEET,FAIRY,FAIRY,FAIRY,AMORPHOUS,65,60,75,64,110,121,495,stub_form,normal,1,stub_form
SPECIES_ALCREMIE_LOVE_SWEET,-----,SPECIES_ALCREMIE_LOVE_SWEET,FAIRY,FAIRY,FAIRY,AMORPHOUS,65,60,75,64,110,121,495,stub_form,normal,1,stub_form
SPECIES_ALCREMIE_STAR_SWEET,-----,SPECIES_ALCREMIE_STAR_SWEET,FAIRY,FAIRY,FAIRY,AMORPHOUS,65,60,75,64,110,121,495,stub_form,normal,1,stub_form
SPECIES_ALCREMIE_CLOVER_SWEET,-----,SPECIES_ALCREMIE_CLOVER_SWEET,FAIRY,FAIRY,FAIRY,AMORPHOUS,65,60,75,64,110,121,495,stub_form,normal,1,stub_form
SPECIES_ALCREMIE_FLOWER_SWEET,-----,SPECIES_ALCREMIE_FLOWER_SWEET,FAIRY,FAIRY,FAIRY,AMORPHOUS,65,60,75,64,110,121,495,stub_form,normal,1,stub_form
SPECIES_ALCREMIE_RIBBON_SWEET,-----,SPECIES_ALCREMIE_RIBBON_SWEET,FAIRY,FAIRY,FAIRY,AMORPHOUS,65,60,75,64,110,121,495,stub_form,normal,1,stub_form
SPECIES_ALCREMIE_FILLER_1,-----,SPECIES_ALCREMIE_FILLER_1,FAIRY,FAIRY,FAIRY,AMORPHOUS,65,60,75,64,110,121,495,stub_form,normal,1,stub_form
SPECIES_ALCREMIE_FILLER_2,-----,SPECIES_ALCREMIE_FILLER_2,FAIRY,FAIRY,FAIRY,AMORPHOUS,65,60,75,64,110,121,495,stub_form,normal,1,stub_form
SPECIES_EISCUE_NOICE_FACE,-----,SPECIES_EISCUE_NOICE_FACE,ICE,ICE,WATER_1,FIELD,75,80,70,130,65,50,470,stub_form,normal,1,stub_form
SPECIES_MORPEKO_HANGRY,-----,SPECIES_MORPEKO_HANGRY,ELECTRIC,DARK,FIELD,FAIRY,58,95,58,97,70,58,436,stub_form,normal,1,stub_form
SPECIES_ZACIAN_CROWNED,-----,SPECIES_ZACIAN_CROWNED,FAIRY,STEEL,UNDISCOVERED,UNDISCOVERED,92,150,115,148,80,115,700,stub_form,normal,1,stub_form
SPECIES_ZAMAZENTA_CROWNED,-----,SPECIES_ZAMAZENTA_CROWNED,FIGHTING,STEEL,UNDISCOVERED,UNDISCOVERED,92,120,140,128,80,140,700,stub_form,normal,1,stub_form
SPECIES_ETERNATUS_ETERNAMAX,-----,SPECIES_ETERNATUS_ETERNAMAX,POISON,DRAGON,UNDISCOVERED,UNDISCOVERED,255,115,250,130,125,250,1125,stub_form,normal,1,stub_form
SPECIES_URSHIFU_RAPID_STRIKE,-----,SPECIES_URSHIFU_RAPID_STRIKE,FIGHTING,WATER,UNDISCOVERED,UNDISCOVERED,100,130,100,97,63,60,550,stub_form,normal,1,stub_form
SPECIES_ZARUDE_DADA,-----,SPECIES_ZARUDE_DADA,DARK,GRASS,UNDISCOVERED,UNDISCOVERED,105,120,105,105,70,95,600,stub_form,normal,1,stub_form
SPECIES_CALYREX_ICE_RIDER,-----,SPECIES_CALYREX_ICE_RIDER,PSYCHIC,ICE,UNDISCOVERED,UNDISCOVERED,100,165,150,50,85,130,680,stub_form,normal,1,stub_form
SPECIES_CALYREX_SHADOW_RIDER,-----,SPECIES_CALYREX,PSYCHIC,GHOST,UNDISCOVERED,UNDISCOVERED,100,85,80,150,165,100,680,alt_form,normal,1,alt_form
SPECIES_ENAMORUS_THERIAN,-----,SPECIES_ENAMORUS,FAIRY,FLYING,UNDISCOVERED,UNDISCOVERED,74,115,110,46,135,100,580,alt_form,normal,1,alt_form
SPECIES_GROWLITHE_HISUIAN,-----,SPECIES_GROWLITHE,FIRE,ROCK,FIELD,FIELD,60,75,45,55,65,50,350,regional,normal,0,
SPECIES_ARCANINE_HISUIAN,-----,SPECIES_ARCANINE,FIRE,ROCK,NONE,NONE,95,115,80,90,95,80,555,regional,normal,0,
SPECIES_VOLTORB_HISUIAN,-----,SPECIES_VOLTORB,ELECTRIC,GRASS,MINERAL,MINERAL,40,30,50,100,55,55,330,regional,normal,0,
SPECIES_ELECTRODE_HISUIAN,-----,SPECIES_ELECTRODE,ELECTRIC,GRASS,MINERAL,MINERAL,60,50,70,150,80,80,490,regional,normal,0,
SPECIES_TYPHLOSION_HISUIAN,-----,SPECIES_TYPHLOSION,FIRE,GHOST,FIELD,FIELD,73,84,78,95,119,85,534,regional,normal,0,
SPECIES_QWILFISH_HISUIAN,-----,SPECIES_QWILFISH,DARK,POISON,WATER_2,WATER_2,65,95,85,85,55,55,440,regional,normal,0,
SPECIES_SNEASEL_HISUIAN,-----,SPECIES_SNEASEL,FIGHTING,POISON,FIELD,FIELD,55,95,55,115,35,75,430,regional,normal,0,
SPECIES_SAMUROTT_HISUIAN,-----,SPECIES_SAMUROTT,WATER,DARK,FIELD,FIELD,90,108,80,85,100,65,528,regional,normal,0,
SPECIES_LILLIGANT_HISUIAN,-----,SPECIES_LILLIGANT,GRASS,FIGHTING,GRASS,GRASS,70,105,75,105,50,75,480,regional,normal,0,
SPECIES_ZORUA_HISUIAN,-----,SPECIES_ZORUA,NORMAL,GHOST,FIELD,FIELD,35,60,40,70,85,40,330,regional,normal,0,
SPECIES_ZOROARK_HISUIAN,-----,SPECIES_ZOROARK,NORMAL,GHOST,FIELD,FIELD,55,100,60,110,125,60,510,regional,normal,0,
SPECIES_BRAVIARY_HISUIAN,-----,SPECIES_BRAVIARY,PSYCHIC,FLYING,FLYING,FLYING,110,83,70,65,112,70,510,regional,normal,0,
SPECIES_SLIGGOO_HISUIAN,-----,SPECIES_SLIGGOO,STEEL,DRAGON,DRAGON,DRAGON,58,75,83,40,83,113,452,regional,normal,0,
SPECIES_GOODRA_HISUIAN,-----,SPECIES_GOODRA,STEEL,DRAGON,DRAGON,DRAGON,80,100,100,60,110,150,600,regional,normal,0,
SPECIES_AVALUGG_HISUIAN,-----,SPECIES_AVALUGG,ICE,ROCK,MONSTER,MINERAL,95,127,184,38,34,36,514,regional,normal,0,
SPECIES_DECIDUEYE_HISUIAN,-----,SPECIES_DECIDUEYE,GRASS,FIGHTING,FLYING,FLYING,88,112,80,60,95,95,530,regional,normal,0,
SPECIES_KLEAVOR_LORD,-----,SPECIES_KLEAVOR_LORD,BUG,ROCK,BUG,BUG,70,135,95,85,45,70,500,stub_form,normal,1,stub_form
SPECIES_LILLIGANT_LADY,-----,SPECIES_LILLIGANT_LADY,GRASS,FIGHTING,GRASS,GRASS,70,105,75,105,50,75,480,stub_form,normal,1,stub_form
SPECIES_ARCANINE_LORD,-----,SPECIES_ARCANINE_LORD,FIRE,ROCK,NONE,NONE,95,115,80,90,95,80,555,stub_form,normal,1,stub_form
SPECIES_ELECTRODE_LORD,-----,SPECIES_ELECTRODE_LORD,ELECTRIC,GRASS,MINERAL,MINERAL,60,50,70,150,80,80,490,stub_form,normal,1,stub_form
SPECIES_AVALUGG_LORD,-----,SPECIES_AVALUGG_LORD,ICE,ROCK,MONSTER,MINERAL,95,127,184,38,34,36,514,stub_form,normal,1,stub_form
SPECIES_UNFEZANT_FEMALE,-----,SPECIES_UNFEZANT,NORMAL,FLYING,FLYING,FLYING,80,115,80,93,65,55,488,cosmetic_form,normal,0,
SPECIES_FRILLISH_FEMALE,-----,SPECIES_FRILLISH,WATER,GHOST,AMORPHOUS,AMORPHOUS,55,40,50,40,65,85,335,cosmetic_form,normal,0,
SPECIES_JELLICENT_FEMALE,-----,SPECIES_JELLICENT,WATER,GHOST,AMORPHOUS,AMORPHOUS,100,60,70,60,85,105,480,cosmetic_form,normal,0,
SPECIES_PYROAR_FEMALE,-----,SPECIES_PYROAR,FIRE,NORMAL,FIELD,FIELD,86,68,72,106,109,66,507,cosmetic_form,normal,0,
SPECIES_MEOWSTIC_FEMALE,-----,SPECIES_MEOWSTIC,PSYCHIC,PSYCHIC,FIELD,FIELD,74,48,76,104,83,81,466,cosmetic_form,normal,0,
SPECIES_INDEEDEE_FEMALE,-----,SPECIES_INDEEDEE,PSYCHIC,NORMAL,FAIRY,FAIRY,60,55,65,85,95,105,465,cosmetic_form,normal,0,
SPECIES_BASCULEGION_FEMALE,-----,SPECIES_BASCULEGION,WATER,GHOST,WATER_2,WATER_2,120,92,65,78,100,75,530,cosmetic_form,normal,0,
SPECIES_MAUSHOLD_FAMILY_OF_THREE,-----,SPECIES_MAUSHOLD_FAMILY_OF_THREE,NORMAL,NORMAL,FIELD,FAIRY,74,75,70,111,65,75,470,stub_form,normal,1,stub_form
SPECIES_SQUAWKABILLY_BLUE_PLUMAGE,-----,SPECIES_SQUAWKABILLY_BLUE_PLUMAGE,NORMAL,FLYING,FLYING,FLYING,82,96,51,92,45,51,417,stub_form,normal,1,stub_form
SPECIES_SQUAWKABILLY_YELLOW_PLUMAGE,-----,SPECIES_SQUAWKABILLY_YELLOW_PLUMAGE,NORMAL,FLYING,FLYING,FLYING,82,96,51,92,45,51,417,stub_form,normal,1,stub_form
SPECIES_SQUAWKABILLY_WHITE_PLUMAGE,-----,SPECIES_SQUAWKABILLY,NORMAL,FLYING,FLYING,FLYING,82,96,51,92,45,51,417,alt_form,normal,1,alt_form
SPECIES_PALAFIN_HERO,-----,SPECIES_PALAFIN_HERO,WATER,WATER,FIELD,WATER_2,100,160,97,100,106,87,650,stub_form,normal,1,stub_form
SPECIES_TATSUGIRI_DROOPY,-----,SPECIES_TATSUGIRI_DROOPY,DRAGON,WATER,WATER_2,WATER_2,68,50,60,82,120,95,475,stub_form,normal,1,stub_form
SPECIES_TATSUGIRI_STRETCHY,-----,SPECIES_TATSUGIRI_STRETCHY,DRAGON,WATER,WATER_2,WATER_2,68,50,60,82,120,95,475,stub_form,normal,1,stub_form
